source,target,type
Nissaba,Ninurta,undirected
Nissaba,Ilaba,undirected
Nissaba,Giri,undirected
Nissaba,Gira,undirected
Nissaba,Ababa,undirected
Nissaba,Zababa,undirected
Nissaba,Ningublaga,undirected
Nissaba,Lisi,undirected
Nissaba,Sirsire,undirected
Nissaba,Marutu,undirected
Nissaba,Illa,undirected
Nissaba,Lamaštum,undirected
Nissaba,Halmu,undirected
Nissaba,Hallamu,undirected
Nissaba,Id,undirected
Nissaba,Ninzazna,undirected
Nissaba,Kabta,undirected
Nissaba,Šalaš,undirected
Nissaba,Ninti,undirected
Nanibgal,Hayyum,undirected
Nanibgal,antum,undirected
Nanibgal,Lahar,undirected
Nanibgal,Šamkan,undirected
Nanibgal,Ea,undirected
Nanibgal,Marutuk,undirected
Nanibgal,Ninlil,undirected
Nanibgal,Ninurta,undirected
Nanibgal,Ilaba,undirected
Nanibgal,Giri,undirected
Nanibgal,Gira,undirected
Nanibgal,Ababa,undirected
Nanibgal,Zababa,undirected
Nanibgal,Ningublaga,undirected
Nanibgal,Lisi,undirected
Nanibgal,Sirsire,undirected
Nanibgal,Marutu,undirected
Nanibgal,Illa,undirected
Nanibgal,Lamaštum,undirected
Nanibgal,Halmu,undirected
Nanibgal,Hallamu,undirected
Nanibgal,Id,undirected
Nanibgal,Ninzazna,undirected
Nanibgal,Kabta,undirected
Nanibgal,Šalaš,undirected
Nanibgal,Ninti,undirected
Hayyum,antum,undirected
Hayyum,Lahar,undirected
Hayyum,Šamkan,undirected
Hayyum,Ea,undirected
Hayyum,Marutuk,undirected
Hayyum,Ninlil,undirected
Hayyum,Ninurta,undirected
Hayyum,Ilaba,undirected
Hayyum,Giri,undirected
Hayyum,Gira,undirected
Hayyum,Ababa,undirected
Hayyum,Zababa,undirected
Hayyum,Ningublaga,undirected
Hayyum,Lisi,undirected
Hayyum,Sirsire,undirected
Hayyum,Marutu,undirected
Hayyum,Illa,undirected
Hayyum,Lamaštum,undirected
Hayyum,Halmu,undirected
Hayyum,Hallamu,undirected
Hayyum,Id,undirected
Hayyum,Ninzazna,undirected
Hayyum,Kabta,undirected
Hayyum,Šalaš,undirected
Hayyum,Ninti,undirected
antum,Lahar,undirected
antum,Šamkan,undirected
antum,Ea,undirected
antum,Marutuk,undirected
antum,Ninlil,undirected
antum,Ninurta,undirected
antum,Ilaba,undirected
antum,Giri,undirected
antum,Gira,undirected
antum,Ababa,undirected
antum,Zababa,undirected
antum,Ningublaga,undirected
antum,Lisi,undirected
antum,Sirsire,undirected
antum,Marutu,undirected
antum,Illa,undirected
antum,Lamaštum,undirected
antum,Halmu,undirected
antum,Hallamu,undirected
antum,Id,undirected
antum,Ninzazna,undirected
antum,Kabta,undirected
antum,Šalaš,undirected
antum,Ninti,undirected
Lahar,Šamkan,undirected
Lahar,Ea,undirected
Lahar,Marutuk,undirected
Lahar,Ninlil,undirected
Lahar,Ninurta,undirected
Lahar,Ilaba,undirected
Lahar,Giri,undirected
Lahar,Gira,undirected
Lahar,Ababa,undirected
Lahar,Zababa,undirected
Lahar,Ningublaga,undirected
Lahar,Lisi,undirected
Lahar,Sirsire,undirected
Lahar,Marutu,undirected
Lahar,Illa,undirected
Lahar,Lamaštum,undirected
Lahar,Halmu,undirected
Lahar,Hallamu,undirected
Lahar,Id,undirected
Lahar,Ninzazna,undirected
Lahar,Kabta,undirected
Lahar,Šalaš,undirected
Lahar,Ninti,undirected
Šamkan,Ea,undirected
Šamkan,Marutuk,undirected
Šamkan,Ninlil,undirected
Šamkan,Ninurta,undirected
Šamkan,Ilaba,undirected
Šamkan,Giri,undirected
Šamkan,Gira,undirected
Šamkan,Ababa,undirected
Šamkan,Zababa,undirected
Šamkan,Ningublaga,undirected
Šamkan,Lisi,undirected
Šamkan,Sirsire,undirected
Šamkan,Marutu,undirected
Šamkan,Illa,undirected
Šamkan,Lamaštum,undirected
Šamkan,Halmu,undirected
Šamkan,Hallamu,undirected
Šamkan,Id,undirected
Šamkan,Ninzazna,undirected
Šamkan,Kabta,undirected
Šamkan,Šalaš,undirected
Šamkan,Ninti,undirected
Ea,Marutuk,undirected
Ea,Ninlil,undirected
Ea,Ninurta,undirected
Ea,Ilaba,undirected
Ea,Giri,undirected
Ea,Gira,undirected
Ea,Ababa,undirected
Ea,Zababa,undirected
Ea,Ningublaga,undirected
Ea,Lisi,undirected
Ea,Sirsire,undirected
Ea,Marutu,undirected
Ea,Illa,undirected
Ea,Lamaštum,undirected
Ea,Halmu,undirected
Ea,Hallamu,undirected
Ea,Id,undirected
Ea,Ninzazna,undirected
Ea,Kabta,undirected
Ea,Šalaš,undirected
Ea,Ninti,undirected
Marutuk,Ninlil,undirected
Marutuk,Ninurta,undirected
Marutuk,Ilaba,undirected
Marutuk,Giri,undirected
Marutuk,Gira,undirected
Marutuk,Ababa,undirected
Marutuk,Zababa,undirected
Marutuk,Ningublaga,undirected
Marutuk,Lisi,undirected
Marutuk,Sirsire,undirected
Marutuk,Marutu,undirected
Marutuk,Illa,undirected
Marutuk,Lamaštum,undirected
Marutuk,Halmu,undirected
Marutuk,Hallamu,undirected
Marutuk,Id,undirected
Marutuk,Ninzazna,undirected
Marutuk,Kabta,undirected
Marutuk,Šalaš,undirected
Marutuk,Ninti,undirected
Ninlil,Ninurta,undirected
Ninlil,Ilaba,undirected
Ninlil,Giri,undirected
Ninlil,Gira,undirected
Ninlil,Ababa,undirected
Ninlil,Zababa,undirected
Ninlil,Ningublaga,undirected
Ninlil,Lisi,undirected
Ninlil,Sirsire,undirected
Ninlil,Marutu,undirected
Ninlil,Illa,undirected
Ninlil,Lamaštum,undirected
Ninlil,Halmu,undirected
Ninlil,Hallamu,undirected
Ninlil,Id,undirected
Ninlil,Ninzazna,undirected
Ninlil,Kabta,undirected
Ninlil,Šalaš,undirected
Ninlil,Ninti,undirected
Ninurta,Ilaba,undirected
Ninurta,Giri,undirected
Ninurta,Gira,undirected
Ninurta,Ababa,undirected
Ninurta,Zababa,undirected
Ninurta,Ningublaga,undirected
Ninurta,Lisi,undirected
Ninurta,Sirsire,undirected
Ninurta,Marutu,undirected
Ninurta,Illa,undirected
Ninurta,Lamaštum,undirected
Ninurta,Halmu,undirected
Ninurta,Hallamu,undirected
Ninurta,Id,undirected
Ninurta,Ninzazna,undirected
Ninurta,Kabta,undirected
Ninurta,Šalaš,undirected
Ninurta,Ninti,undirected
Ilaba,Giri,undirected
Ilaba,Gira,undirected
Ilaba,Ababa,undirected
Ilaba,Zababa,undirected
Ilaba,Ningublaga,undirected
Ilaba,Lisi,undirected
Ilaba,Sirsire,undirected
Ilaba,Marutu,undirected
Ilaba,Illa,undirected
Ilaba,Lamaštum,undirected
Ilaba,Halmu,undirected
Ilaba,Hallamu,undirected
Ilaba,Id,undirected
Ilaba,Ninzazna,undirected
Ilaba,Kabta,undirected
Ilaba,Šalaš,undirected
Ilaba,Ninti,undirected
Giri,Gira,undirected
Giri,Ababa,undirected
Giri,Zababa,undirected
Giri,Ningublaga,undirected
Giri,Lisi,undirected
Giri,Sirsire,undirected
Giri,Marutu,undirected
Giri,Illa,undirected
Giri,Lamaštum,undirected
Giri,Halmu,undirected
Giri,Hallamu,undirected
Giri,Id,undirected
Giri,Ninzazna,undirected
Giri,Kabta,undirected
Giri,Šalaš,undirected
Giri,Ninti,undirected
Gira,Ababa,undirected
Gira,Zababa,undirected
Gira,Ningublaga,undirected
Gira,Lisi,undirected
Gira,Sirsire,undirected
Gira,Marutu,undirected
Gira,Illa,undirected
Gira,Lamaštum,undirected
Gira,Halmu,undirected
Gira,Hallamu,undirected
Gira,Id,undirected
Gira,Ninzazna,undirected
Gira,Kabta,undirected
Gira,Šalaš,undirected
Gira,Ninti,undirected
Ababa,Zababa,undirected
Ababa,Ningublaga,undirected
Ababa,Lisi,undirected
Ababa,Sirsire,undirected
Ababa,Marutu,undirected
Ababa,Illa,undirected
Ababa,Lamaštum,undirected
Ababa,Halmu,undirected
Ababa,Hallamu,undirected
Ababa,Id,undirected
Ababa,Ninzazna,undirected
Ababa,Kabta,undirected
Ababa,Šalaš,undirected
Ababa,Ninti,undirected
Zababa,Ningublaga,undirected
Zababa,Lisi,undirected
Zababa,Sirsire,undirected
Zababa,Marutu,undirected
Zababa,Illa,undirected
Zababa,Lamaštum,undirected
Zababa,Halmu,undirected
Zababa,Hallamu,undirected
Zababa,Id,undirected
Zababa,Ninzazna,undirected
Zababa,Kabta,undirected
Zababa,Šalaš,undirected
Zababa,Ninti,undirected
Ningublaga,Lisi,undirected
Ningublaga,Sirsire,undirected
Ningublaga,Marutu,undirected
Ningublaga,Illa,undirected
Ningublaga,Lamaštum,undirected
Ningublaga,Halmu,undirected
Ningublaga,Hallamu,undirected
Ningublaga,Id,undirected
Ningublaga,Ninzazna,undirected
Ningublaga,Kabta,undirected
Ningublaga,Šalaš,undirected
Ningublaga,Ninti,undirected
Lisi,Sirsire,undirected
Lisi,Marutu,undirected
Lisi,Illa,undirected
Lisi,Lamaštum,undirected
Lisi,Halmu,undirected
Lisi,Hallamu,undirected
Lisi,Id,undirected
Lisi,Ninzazna,undirected
Lisi,Kabta,undirected
Lisi,Šalaš,undirected
Lisi,Ninti,undirected
Sirsire,Marutu,undirected
Sirsire,Illa,undirected
Sirsire,Lamaštum,undirected
Sirsire,Halmu,undirected
Sirsire,Hallamu,undirected
Sirsire,Id,undirected
Sirsire,Ninzazna,undirected
Sirsire,Kabta,undirected
Sirsire,Šalaš,undirected
Sirsire,Ninti,undirected
Marutu,Illa,undirected
Marutu,Lamaštum,undirected
Marutu,Halmu,undirected
Marutu,Hallamu,undirected
Marutu,Id,undirected
Marutu,Ninzazna,undirected
Marutu,Kabta,undirected
Marutu,Šalaš,undirected
Marutu,Ninti,undirected
Illa,Lamaštum,undirected
Illa,Halmu,undirected
Illa,Hallamu,undirected
Illa,Id,undirected
Illa,Ninzazna,undirected
Illa,Kabta,undirected
Illa,Šalaš,undirected
Illa,Ninti,undirected
Lamaštum,Halmu,undirected
Lamaštum,Hallamu,undirected
Lamaštum,Id,undirected
Lamaštum,Ninzazna,undirected
Lamaštum,Kabta,undirected
Lamaštum,Šalaš,undirected
Lamaštum,Ninti,undirected
Halmu,Hallamu,undirected
Halmu,Id,undirected
Halmu,Ninzazna,undirected
Halmu,Kabta,undirected
Halmu,Šalaš,undirected
Halmu,Ninti,undirected
Hallamu,Id,undirected
Hallamu,Ninzazna,undirected
Hallamu,Kabta,undirected
Hallamu,Šalaš,undirected
Hallamu,Ninti,undirected
Id,Ninzazna,undirected
Id,Kabta,undirected
Id,Šalaš,undirected
Id,Ninti,undirected
Ninzazna,Kabta,undirected
Ninzazna,Šalaš,undirected
Ninzazna,Ninti,undirected
Kabta,Šalaš,undirected
Kabta,Ninti,undirected
Šalaš,Ninti,undirected
Šamaš,Ellil,undirected
Šamaš,Marduk,undirected
Šamaš,Bilulu,undirected
Šamaš,Enbilulu,undirected
Šamaš,Nabu-etir,undirected
Ellil,Marduk,undirected
Ellil,Bilulu,undirected
Ellil,Enbilulu,undirected
Ellil,Nabu-etir,undirected
Marduk,Bilulu,undirected
Marduk,Enbilulu,undirected
Marduk,Nabu-etir,undirected
Bilulu,Enbilulu,undirected
Bilulu,Nabu-etir,undirected
Enbilulu,Nabu-etir,undirected
